hgnc_symbol	entrezgene_id	ensembl_gene_id	DE_Prior_Rank	N	g2p_rank	gini	gini_norm	gini_norm_rank
ACACA	31	ENSG00000278540	0.370696849572293	206	0.9079079079079079	0.368188123589046	0.3784155714665195	0.23417820765072694
ACACB	32	ENSG00000076555	0.902253286042145	104	0.7832832832832832	0.6134002571281689	0.6304391531595069	0.6731643253359474
ACADL	33	ENSG00000115361	0.866784894638014	37	0.44394394394394393	0.6146096281580706	0.6316821178291281	0.6744239610868429
ACADM	34	ENSG00000117054	0.660155435009389	145	0.8528528528528528	0.6149711872110858	0.6320537201891715	0.674747752031399
ACADS	35	ENSG00000122971	0.307218860838723	63	0.6336336336336337	0.5285899213788199	0.5432729747504537	0.5711884693613082
ACADSB	36	ENSG00000196177	0.797960567494262	69	0.6661661661661662	0.6246246178491597	0.641975301678303	0.684898126657728
ACADVL	37	ENSG00000072778	0.431201752555811	120	0.8175526519897375	0.482782119431332	0.4961927338599801	0.4977671658860354
ACAT1	38	ENSG00000075239	0.678072188608387	141	0.8484583484583486	0.6916921592127117	0.7109058303019535	0.7462001485428104
ACAT2	39	ENSG00000120437	0.670900271228875	59	0.6121121121121121	0.4287861170882727	0.4406968425629469	0.387967164913902
ASIC2	40	ENSG00000108684	0.365428750260797	53	0.5720720720720721	0.7207651219139716	0.7407863753004708	0.7717119562257498
ASIC1	41	ENSG00000110881	0.556462549551429	113	0.8033033033033032	0.6833454991280135	0.7023273185482359	0.7396714824002147
ACHE	43	ENSG00000087085	0.571484456499061	228	0.9219219219219219	0.6903456993004476	0.70952196872546	0.7448144513638847
ACLY	47	ENSG00000131473	0.386266430210724	219	0.9169169169169169	0.3002087213755112	0.3085478525248309	0.11011036260252871
ACO1	48	ENSG00000122729	0.694971833924473	106	0.7872872872872874	0.5582619616216182	0.5737692383333298	0.6102324268753831
ACR	49	ENSG00000100312	0.0659034007928229	40	0.47097097097097096	0.8434178961948883	0.8668461710891906	0.8608779064053055
ACO2	50	ENSG00000100412	0.205690590444398	101	0.7757757757757757	0.6090258869025242	0.6259432726498165	0.6680666384865079
ACOX1	51	ENSG00000161533	0.567311704569163	69	0.6661661661661662	0.5063168576405213	0.5203812147972023	0.537259632300679
ACP1	52	ENSG00000143727	0.541988316294596	172	0.8823823823823824	0.4191543583305165	0.4307975349508086	0.36335115308278104
ACP2	53	ENSG00000134575	0.204803880659295	54	0.5780780780780781	0.488230161096971	0.5017921100163313	0.5069633873558093
ACP5	54	ENSG00000102575	0.86673273523889	106	0.7872872872872874	0.6539714806868137	0.6721373551503362	0.7122180362747188
ACP3	55	ENSG00000014257	0.908408095138744	102	0.7782782782782782	0.9557856854502612	0.9823352878238796	0.9454269518493222
ACRV1	56	ENSG00000134940	0.24173273523889	18	0.2022022022022022	0.9431373882457856	0.9693356490303906	0.9286980630798738
ACTA1	58	ENSG00000143632	0.63858752347173	422	0.9674143942600317	0.964977454506478	0.9917823837983244	0.9576376562008547
ACTA2	59	ENSG00000107796	0.967217817650741	284	0.9431937580921779	0.67342310456222	0.6921293019111705	0.7313835761602979
ACTC1	70	ENSG00000159251	0.758136866263301	237	0.9269269269269269	0.9505583727382382	0.9769627719809668	0.9375475409692969
ACTG1	71	ENSG00000184009	0.173143125391196	334	0.9547190502604515	0.3566961568792164	0.3666043834591946	0.20490829642685487
ACTG2	72	ENSG00000163017	0.971964322970999	107	0.7897897897897898	0.82162329745543	0.8444461668291918	0.8463018166369418
ACTN4	81	ENSG00000130402	0.358282912580847	342	0.9563923980239029	0.3489856960859401	0.3586797431994384	0.18990947343115608
ACTL6A	86	ENSG00000136518	0.651001460463175	220	0.9174174174174174	0.288142502736585	0.2961464611459345	0.09233814254955525
ACTN1	87	ENSG00000072110	0.749739203004381	303	0.947670797833664	0.5505864425408469	0.5658805103892037	0.6011442130244805
ACTN2	88	ENSG00000077522	0.854292718547882	149	0.8583583583583583	0.9285768249909034	0.9543706256850952	0.9166776907345285
ACTN3	89	ENSG00000248746	0.790267056123513	253	0.9329329329329329	0.9678984447985972	0.9947845127096694	0.9623472772377993
ACVR1	90	ENSG00000115170	0.599311495931567	177	0.8863863863863863	0.2817897278116136	0.289617220250825	0.08382412894601375
ACVR1B	91	ENSG00000135503	0.523054454412685	107	0.7897897897897898	0.4332232824817902	0.4452572625507288	0.3985523257072574
ACVR2A	92	ENSG00000121989	0.636840183601085	127	0.8278278278278278	0.4162451084010321	0.427807472523283	0.35576139803390266
ACVR2B	93	ENSG00000114739	0.56081785937826	90	0.7467467467467468	0.4030279935094268	0.4142232155513553	0.32402834409967624
ACVRL1	94	ENSG00000139567	0.874739203004381	188	0.8958958958958959	0.4427735459766445	0.4550728111426623	0.420565010203595
ACYP1	97	ENSG00000119640	0.495670769872731	21	0.24724724724724723	0.3828347404368641	0.3934690387823326	0.2724268091603477
ACYP2	98	ENSG00000170634	0.598555184644273	54	0.5780780780780781	0.644163642014108	0.6620570765144999	0.7039199909280919
ADA	100	ENSG00000196839	0.907156269559775	259	0.934934934934935	0.4400434850838821	0.452266915225101	0.41481794870873234
ADAM8	101	ENSG00000151651	0.718573962027957	70	0.6711711711711712	0.6295341837649197	0.6470212444250563	0.6895884600432511
ADAM10	102	ENSG00000137845	0.692207385770916	392	0.9638567138567139	0.2411401208297411	0.2478384575194561	0.04151188022603579
ADAR	103	ENSG00000160710	0.245462132276236	440	0.9689933452698575	0.179140051050992	0.1841161635801862	0.009008297158384184
ADARB1	104	ENSG00000197381	0.873096181931984	115	0.8073073073073074	0.4885384840240219	0.5021089974691336	0.5074763372588763
ADARB2	105	ENSG00000185736	0.310218026288337	39	0.4624624624624625	0.7272272094313232	0.7474279652488599	0.7782300867056848
ADCY1	107	ENSG00000164742	0.880137700813687	53	0.5720720720720721	0.6958803363667259	0.715210345710246	0.7492615140254609
ADCY2	108	ENSG00000078295	0.811652409764239	47	0.5295295295295295	0.6448943928005585	0.6628081259339073	0.7045122467610929
ADCY3	109	ENSG00000138031	0.666727519298978	72	0.6816816816816818	0.3204878920775125	0.32939033352411	0.13839704530415453
ADCY5	111	ENSG00000173175	0.508136866263301	81	0.7162162162162162	0.5503751208828367	0.5656633186851376	0.6009098401530419
ADCY6	112	ENSG00000174233	0.482787398289172	73	0.6851851851851851	0.398379173184684	0.4094452613287029	0.31023456279258793
ADCY7	113	ENSG00000121281	0.81264343834759	47	0.5295295295295295	0.52515591020918	0.5397435743816571	0.5655209884994733
ADCY8	114	ENSG00000155897	0.0988681410390152	51	0.5585585585585586	0.7186237580073034	0.7385855290630617	0.7692626500087015
ADCY9	115	ENSG00000162104	0.752373252660129	72	0.6816816816816818	0.4666559972585213	0.4796186638490357	0.46940592564936845
ADCYAP1	116	ENSG00000141433	0.808940121009806	151	0.8608608608608609	0.5607192865479269	0.5762948222853693	0.6135434728482418
ADCYAP1R1	117	ENSG00000078549	0.674368871270603	95	0.7577577577577578	0.6725628090683772	0.6912451093202765	0.730319873160311
ADD1	118	ENSG00000087274	0.266012935530983	267	0.9376042709376042	0.3767317416144225	0.3871965122148231	0.2560471207599995
ADD2	119	ENSG00000075340	0.757328395576883	78	0.7047047047047047	0.7202143678029655	0.7402203224641589	0.770990218345209
ADD3	120	ENSG00000148700	0.839036094304194	84	0.7267267267267268	0.3784901417448958	0.3890037567933651	0.26152498535232666
PLIN2	123	ENSG00000147872	0.88817024827874	130	0.8323323323323324	0.6564477062441957	0.6746823647509789	0.7142741499416617
ADH1A	124	ENSG00000187758	0.539223868141039	54	0.5780780780780781	0.969306445532604	0.9962316245751764	0.9665164350989539
ADH1B	125	ENSG00000196616	0.992958481118298	406	0.9654269654269654	0.7261170877201558	0.7462870068234934	0.7771691761503791
ADH1C	126	ENSG00000248144	0.94059044439808	232	0.9243307478601599	0.873861805913379	0.8981357449665284	0.8812482913051761
ADH4	127	ENSG00000198099	0.757250156478197	73	0.6851851851851851	0.9672031074378714	0.9940698604222566	0.9612922889348978
ADH5	128	ENSG00000197894	0.618401836010849	93	0.7532532532532532	0.3514328366009457	0.3611948598398609	0.19399114363293588
ADH6	130	ENSG00000172955	0.749556645107448	29	0.3533533533533533	0.9581547732780276	0.9847701836468616	0.948180358768755
ADH7	131	ENSG00000196344	0.978093052368037	64	0.6401401401401401	0.95875613743925	0.985388252368118	0.9493270650299434
ADK	132	ENSG00000156110	0.596938243271438	52	0.5655655655655656	0.43149204788377	0.4434779381027635	0.39436201397906145
ADM	133	ENSG00000148926	0.992019611934071	389	0.9635349635349636	0.5263894269475419	0.5410113554738625	0.5674982787368108
ADORA1	134	ENSG00000163485	0.549081994575423	144	0.8513513513513513	0.6430512962954226	0.6609138323036287	0.7026919119977625
ADORA2B	136	ENSG00000170425	0.903113916127686	137	0.8428428428428428	0.5761857070763254	0.5921908656062234	0.6327447154733776
ADORA3	140	ENSG00000282608	0.669465887752973	112	0.8013013013013013	0.5092460716652947	0.5233917958782195	0.5410763721127294
ADPRH	141	ENSG00000144843	0.492332568328813	16	0.1691691691691692	0.4265114475390871	0.4383589877485061	0.38162980465003954
PARP1	142	ENSG00000143799	0.359482578760693	1418	0.9953950165486677	0.4551715353843263	0.467815189145002	0.44656550888044044
PARP4	143	ENSG00000102699	0.300829334446067	69	0.6661661661661662	0.3169224633981518	0.3257258651592115	0.13228735600392325
ADRA1D	146	ENSG00000171873	0.199666179845608	64	0.6401401401401401	0.5620529200409257	0.5776655011531735	0.6157488793257201
ADRA1B	147	ENSG00000170214	0.0136918422699771	85	0.7302302302302301	0.5905215281342042	0.6069249039157099	0.6468338935423559
ADRA1A	148	ENSG00000120907	0.543187982474442	139	0.8458458458458459	0.7144397608784406	0.7342853097917306	0.7657519302685212
ADRA2A	150	ENSG00000150594	0.87766012935531	236	0.9264264264264264	0.5993042806939978	0.6159516218243866	0.6570271735752826
ADRA2B	151	ENSG00000274286	0.128155643646985	132	0.8358358358358359	0.4343202153797825	0.4463846658069986	0.4007766182845999
ADRA2C	152	ENSG00000184160	0.535677029000626	100	0.7722722722722722	0.6127047705896673	0.6297243475504913	0.6723597459163446
ADRB1	153	ENSG00000043591	0.984847694554559	386	0.9632132132132132	0.6552850655516793	0.6734874284836704	0.713408530596906
ADRB2	154	ENSG00000169252	0.961375964948884	1111	0.9930889442073653	0.6350916644338123	0.6527330995569737	0.695094400150377
ADRB3	155	ENSG00000188778	0.13214583767995	369	0.9601928972998156	0.8693208185507897	0.8934686190660893	0.8786738125871545
GRK2	156	ENSG00000173020	0.619888378885875	264	0.9366032699366033	0.2992312078804044	0.3075431858770823	0.10786995842276723
GRK3	157	ENSG00000100077	0.862299186313374	59	0.6121121121121121	0.422685579162282	0.4344268452501232	0.3721783782735627
ADSL	158	ENSG00000239900	0.344278113916128	96	0.7607607607607607	0.504903657555372	0.5189287591541323	0.5344755717716668
ADSS2	159	ENSG00000035687	0.205690590444398	47	0.5295295295295295	0.2521111533567542	0.2591142409499973	0.051946765383277804
AP2A1	160	ENSG00000196961	0.464218652201127	224	0.9189189189189189	0.2528916852886239	0.259916454324419	0.052387586634576426
AP2A2	161	ENSG00000183020	0.426872522428542	176	0.8858858858858859	0.3331835754804871	0.3424386747993895	0.16139535985443926
AP1B1	162	ENSG00000100280	0.182714375130399	135	0.8398398398398398	0.3042808465135286	0.3127330922500155	0.11511175224520219
AP2B1	163	ENSG00000006125	0.654417901105779	208	0.9094094094094094	0.3214409277804279	0.3303698424409952	0.14060974771249854
AP1G1	164	ENSG00000166747	0.484221781765074	140	0.8473473473473474	0.5026699351552811	0.5166329889095944	0.5309994152239581
AEBP1	165	ENSG00000106624	0.91591904861256	49	0.5445445445445445	0.5070051613587474	0.521088638063157	0.5384817079719626
TLE5	166	ENSG00000104964	0.559670352597538	78	0.7047047047047047	0.2592154068920363	0.2664158348612595	0.057291804884010415
CRISP1	167	ENSG00000124812	0.219356353014813	16	0.1691691691691692	0.9643228971264366	0.9911096442688376	0.9569782066202324
AFM	173	ENSG00000079557	0.707177133319424	47	0.5295295295295295	0.9704321867239658	0.9973886363551868	0.9709322724095801
AFP	174	ENSG00000081051	0.733569789276028	372	0.9608917093193824	0.9688122114263672	0.995723661743766	0.9648674090871409
AGA	175	ENSG00000038002	0.607031087001878	65	0.6461461461461462	0.2801462868070575	0.2879281281072535	0.08121704874883766
ACAN	176	ENSG00000157766	0.664849780930524	172	0.8823823823823824	0.370594484898627	0.3808887761458111	0.2408277566154925
AGER	177	ENSG00000204305	0.784451283121218	996	0.9917570673282449	0.8864405109907213	0.9110638585182412	0.8890550581827292
AGL	178	ENSG00000162688	0.68876486542875	94	0.7552552552552552	0.688451197192169	0.707574841558618	0.7435077598356238
AGRP	181	ENSG00000159723	0.242019611934071	69	0.6661661661661662	0.8943597649805263	0.9192030917855408	0.8935611292309993
JAG1	182	ENSG00000101384	0.960723972459837	338	0.9556687308293303	0.4518411588447014	0.4643923021459431	0.4381747953292033
AGT	183	ENSG00000135744	0.860030252451492	1130	0.9932278330962542	0.7750729879360564	0.7966027931565023	0.8161022028299663
AGTR1	185	ENSG00000144891	0.935426663884832	973	0.991411581921248	0.6501744210550926	0.6682348216399562	0.7087241547243419
AGTR2	186	ENSG00000180772	0.667770707281452	245	0.9295295295295295	0.856796622446722	0.8805965286257975	0.8697903485682932
APLNR	187	ENSG00000134817	0.764422073857709	133	0.8373373373373374	0.6413246114557448	0.6591391839961821	0.700878372816441
AGXT	189	ENSG00000172482	0.701335280617567	119	0.8163163163163163	0.972410110472088	0.999421502429646	0.9812491979201473
NR0B1	190	ENSG00000169297	0.846781765074066	161	0.8713713713713713	0.8509544069190481	0.874592029333466	0.867013906234479
AHCY	191	ENSG00000101444	0.63592739411642	182	0.8898898898898899	0.3954750553568144	0.4064604735611702	0.3024300963760454
AHR	196	ENSG00000106546	0.890282703943251	738	0.98487151946432	0.4651994516055838	0.4781216585946278	0.46641027123830875
AHSG	197	ENSG00000145192	0.742932401418736	366	0.9597375152930708	0.9724704148063557	0.99948348188431	0.9816572515439541
AIF1	199	ENSG00000204472	0.874739203004381	96	0.7607607607607607	0.5737359028885487	0.5896730113021195	0.6306514266772459
CRYBG1	202	ENSG00000112297	0.906686834967661	38	0.45345345345345345	0.7342086717224123	0.7546033570480348	0.7832463349912223
AK1	203	ENSG00000106992	0.725067807218861	59	0.6121121121121121	0.6382027069129818	0.6559305598827867	0.6976281059580449
AK2	204	ENSG00000004455	0.722459837262675	86	0.7337337337337337	0.4005558651768054	0.4116824169872722	0.3164525022631057
AK4	205	ENSG00000162433	0.893725224285416	55	0.585085085085085	0.4544163404339118	0.4670390165570759	0.44447769815717136
AKT1	207	ENSG00000142208	0.0816555393281869	3576	0.9991000640940323	0.2791006168690259	0.2868534117820544	0.08008089560741992
AKT2	208	ENSG00000105221	0.305002086375965	379	0.9620900361641104	0.4074634716452043	0.4187819014131266	0.335002845525505
ALAD	210	ENSG00000148218	0.62948570832464	146	0.8543543543543544	0.5724169862165284	0.5883174580558763	0.628394997773945
ALAS1	211	ENSG00000023330	0.550907573544753	75	0.6936936936936937	0.759317891800279	0.7804100554613977	0.8033355995710058
ALAS2	212	ENSG00000158578	0.994992697684123	73	0.6851851851851851	0.743044464565388	0.7636845885810931	0.789461352428921
ALB	213	ENSG00000163631	0.980466305028166	705	0.98392967496337	0.9709278443374614	0.997898062235724	0.9729583327099609
ALCAM	214	ENSG00000170017	0.931827665345295	194	0.9009009009009009	0.4176717133827589	0.4292737054211689	0.3604176954938825
ABCD1	215	ENSG00000101986	0.393881702482787	164	0.8753753753753755	0.427187023523336	0.4390533297323175	0.38318614417463265
ALDH1A1	216	ENSG00000165092	0.98276131858961	381	0.962464147649333	0.4219820482741661	0.4337037718373374	0.37032998717582
ALDH2	217	ENSG00000111275	0.864229084080951	782	0.9861632074685338	0.4992798828952989	0.5131487685312794	0.5260144009254396
ALDH3A1	218	ENSG00000108602	0.956186104736073	77	0.7012012012012012	0.9047161685347466	0.9298471732162672	0.8997496129660898
ALDH1B1	219	ENSG00000137124	0.513326726476111	111	0.7992992992992993	0.6276712858612311	0.6451065993573764	0.6880742200875672
ALDH1A3	220	ENSG00000184254	0.961193407051951	88	0.7402402402402403	0.5639693506434634	0.5796351659391151	0.6183735891112182
ALDH3B1	221	ENSG00000006534	0.741993532234509	37	0.44394394394394393	0.4829023821353421	0.4963163371946572	0.49804754838878357
ALDH3B2	222	ENSG00000132746	0.833846234091383	20	0.23223223223223222	0.9045599062914328	0.9296865703550836	0.8996369113355772
ALDH9A1	223	ENSG00000143149	0.346390569580638	59	0.6121121121121121	0.4022116128340383	0.4133841576349837	0.32129085156212567
ALDH3A2	224	ENSG00000072210	0.766586688921344	146	0.8543543543543544	0.5422630782215455	0.5573259415054773	0.5895233629878691
ABCD2	225	ENSG00000173208	0.560191946588775	33	0.4019019019019019	0.6000816752371831	0.6167506106604381	0.6580046915675916
ALDOA	226	ENSG00000149925	0.441085958689756	263	0.9362696029362696	0.5368692918939054	0.5517823277798471	0.5814201431449674
ALDOB	229	ENSG00000136872	0.824796578343417	72	0.6816816816816818	0.932257370285167	0.9581534083486436	0.9199156721583679
ALDOC	230	ENSG00000109107	0.984482578760693	95	0.7577577577577578	0.6884933219743669	0.7076181364736548	0.7435402158818193
AKR1B1	231	ENSG00000085662	0.719278113916128	215	0.9139139139139139	0.7181824851304648	0.738131998606311	0.7688782612066553
ALK	238	ENSG00000171094	0.575083455038598	805	0.987103435256384	0.7053074029417666	0.7248992752457045	0.7581418227062745
ALOX12	239	ENSG00000108839	0.755946171500104	167	0.8778778778778779	0.9015319313214945	0.9265744849693136	0.8980578532468421
ALOX5	240	ENSG00000012779	0.990819945754225	328	0.9534746013619252	0.5709282680863517	0.5867873866443059	0.6265830494376315
ALOX5AP	241	ENSG00000132965	0.950605049029835	153	0.8628628628628628	0.558382229476858	0.5738928469623262	0.6104056390231304
ALOX12B	242	ENSG00000179477	0.870253494679741	52	0.5655655655655656	0.929966431418326	0.9557988322910572	0.9177282131687393
ALOX15	246	ENSG00000161905	0.595503859795535	219	0.9169169169169169	0.7946226711825425	0.8166955231598353	0.8300392365631788
ALOX15B	247	ENSG00000179593	0.854370957646568	62	0.6286286286286287	0.7600573900918612	0.7811700953721906	0.8037462233436348
ALPI	248	ENSG00000163295	0.320832464010015	69	0.6661661661661662	0.9707024700304904	0.9976664275313372	0.9719823198781123
ALPL	249	ENSG00000162551	0.947110369288546	290	0.9446112779446113	0.5315589105522925	0.5463244358454117	0.5744440657500623
ALPP	250	ENSG00000163283	0.655669726684749	108	0.7927927927927928	0.958332594618625	0.9849529444691424	0.948514215269845
ALPG	251	ENSG00000163286	0.261840183601085	48	0.5375375375375375	0.926636028707632	0.9523759183939552	0.9159159159159159
ALX3	257	ENSG00000156150	0.075083455038598	20	0.23223223223223222	0.8578139910847962	0.8816421575038182	0.8708737621666917
AMBN	258	ENSG00000178522	0.514604631754642	35	0.4219219219219219	0.9302132821855652	0.9560525400240532	0.9179652017771389
AMBP	259	ENSG00000106927	0.640152305445441	129	0.8308308308308309	0.9712190994786892	0.9981974077975416	0.9742910554865002
AMD1	262	ENSG00000123505	0.343208846234091	62	0.6286286286286287	0.4991040321694512	0.5129680330630471	0.525723018640754
AMELX	265	ENSG00000125363	0.075083455038598	63	0.6336336336336337	0.9459371960268826	0.9722132292498517	0.9324717637073402
AMELY	266	ENSG00000099721	0.241550177341957	18	0.2022022022022022	0.9405335805920442	0.9666595133862677	0.926925606701727
AMFR	267	ENSG00000159461	0.618193198414354	168	0.8783783783783783	0.5136341311580163	0.5279017459124056	0.5490946504838433
AMH	268	ENSG00000104899	0.178698101397872	399	0.9648219648219648	0.6281684930914515	0.6456176178995473	0.6885146659217264
AMHR2	269	ENSG00000135409	0.128885875234717	87	0.7367367367367368	0.8945279330086401	0.9193759311477688	0.8936362982387419
AMPD1	270	ENSG00000116748	0.712314834133111	100	0.7722722722722722	0.9689159259109994	0.9958302571863048	0.9652258357739695
AMPD2	271	ENSG00000116337	0.413467556853745	56	0.5920920920920921	0.3683923356757763	0.3786254561112145	0.23474794288040146
AMPD3	272	ENSG00000133805	0.779417901105779	32	0.38888888888888884	0.5457074651083208	0.5608660058057741	0.594884768827698
AMPH	273	ENSG00000078053	0.880737533903609	84	0.7267267267267268	0.6691870218105175	0.6877755501941429	0.7266067893874373
BIN1	274	ENSG00000136717	0.734717296056749	230	0.9229229229229229	0.6852246521187093	0.7042586702331178	0.7412676128905753
AMT	275	ENSG00000145020	0.470790736490716	37	0.44394394394394393	0.4843355022740635	0.4977892662261208	0.5006544012101979
ANG	283	ENSG00000214274	0.78265178385145	222	0.9182515849182515	0.8394972033504592	0.8628165701101941	0.8581428055452857
ANGPT1	284	ENSG00000154188	0.934852910494471	328	0.9534746013619252	0.5152741094853974	0.529587279193325	0.5512546181684946
ANGPT2	285	ENSG00000091879	0.852493219278114	505	0.974974974974975	0.4458530214859127	0.4582378276382992	0.4267603501065861
ANK1	286	ENSG00000029534	0.785677029000626	118	0.8143143143143143	0.897533748415863	0.9224652414274146	0.8950978748292321
ANK2	287	ENSG00000145362	0.961506363446693	118	0.8143143143143143	0.5644718503754637	0.5801516239970043	0.6190406248777418
ANK3	288	ENSG00000151150	0.961141247652827	153	0.8628628628628628	0.5592251849449195	0.574759217860056	0.6116729314028894
ANPEP	290	ENSG00000166825	0.968521802628834	171	0.8808808808808809	0.8382865946386905	0.861572333378654	0.8574476093293276
SLC25A4	291	ENSG00000151729	0.5795952430628	186	0.8938938938938938	0.7343968243228055	0.75479673610955	0.7834376720725277
SLC25A5	292	ENSG00000005022	0.369836219486751	266	0.9372706039372706	0.4132605838398428	0.4247400445020606	0.34908411008445706
SLC25A6	293	ENSG00000169100	0.571484456499061	207	0.9089089089089089	0.2674488915062255	0.2748780273813984	0.06548373190554682
ANXA1	301	ENSG00000135046	0.971025453786772	441	0.9690806281536839	0.815336805694995	0.8379850502976337	0.8427420284841247
ANXA2	302	ENSG00000182718	0.89448153557271	687	0.9833585727360716	0.5377858891283984	0.5527243860486316	0.5829868958939483
ANXA3	306	ENSG00000138772	0.99061130815773	97	0.7632632632632632	0.5401281924937118	0.5551317533963148	0.5861765194651419
ANXA4	307	ENSG00000196975	0.847355518464427	113	0.8033033033033032	0.4583435689563858	0.4710753347607297	0.45344050866718855
ANXA5	308	ENSG00000164111	0.850250365115794	300	0.9471279096686263	0.3026807503417753	0.3110885489623801	0.11308073951455701
ANXA6	309	ENSG00000197043	0.828734612977258	158	0.8688688688688688	0.3380437949631567	0.3474339003787999	0.1701645239285013
ANXA7	310	ENSG00000138279	0.154339662007094	109	0.7952952952952952	0.229623429867152	0.2360018584745729	0.03202940089532542
ANXA11	311	ENSG00000122359	0.659555601919466	114	0.8053053053053053	0.3801276664795982	0.3906867683262537	0.2663671615303713
ANXA13	312	ENSG00000104537	0.655304610890883	27	0.32832832832832837	0.8222945965783223	0.8451361131499423	0.8467647013670679
AOAH	313	ENSG00000136250	0.553750260796996	21	0.24724724724724723	0.6153795600361247	0.6324734367037947	0.6750657104280878
AOC2	314	ENSG00000131480	0.444997913624035	15	0.15265265265265265	0.4591640356966796	0.4719185922438095	0.45496142205476786
AOX1	316	ENSG00000138356	0.985030252451492	48	0.5375375375375375	0.7601768540839653	0.7812928778085199	0.8038241085046558
APAF1	317	ENSG00000120868	0.39223868141039	216	0.9147249439220229	0.3104786397312941	0.3191030463904967	0.12256786567083544
NUDT2	318	ENSG00000164978	0.0226632589192572	33	0.4019019019019019	0.2098614075772668	0.2156908911210797	0.02039820111984176
APOF	319	ENSG00000175336	0.731692050907573	26	0.3153153153153153	0.9724221635748044	0.9994338903407708	0.9813307561083126
APBA1	320	ENSG00000107282	0.687852075944085	60	0.6176176176176176	0.6224390986643381	0.6397290736272363	0.6821084127309512
APBA2	321	ENSG00000034053	0.820023993323597	65	0.6461461461461462	0.7133638783475398	0.7331795416349713	0.7646683488778919
APBB1	322	ENSG00000166313	0.308470686417692	144	0.8513513513513513	0.5059303659340659	0.5199839872100122	0.536405331533092
APBB2	323	ENSG00000163697	0.75910181514709	46	0.521021021021021	0.3937653247232607	0.4047032504100179	0.29861022369795626
APC	324	ENSG00000134982	0.513039849780931	967	0.9913214552933358	0.6777581496689425	0.6965847649375242	0.7347396225800318
APCS	325	ENSG00000132703	0.425385979553516	107	0.7897897897897898	0.9724360365549456	0.999448148681472	0.9814246286282331
AIRE	326	ENSG00000160224	0.118871270602963	216	0.9147249439220229	0.8302690414720891	0.8533320704018693	0.8525662976409494
APEH	327	ENSG00000164062	0.0833767994992698	67	0.6561561561561562	0.4197143891311292	0.4313731221625494	0.3646652139897058
APEX1	328	ENSG00000100823	0.279365741706656	700	0.9837710354557871	0.2116052235725248	0.2174831464495393	0.021969427678105342
BIRC2	329	ENSG00000110330	0.292796786981014	324	0.9526192859526192	0.4101104122373094	0.4215023681327902	0.34235615977442685
